,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,emotionID,textID,sex,age,voice id,address,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
3408,3528,3551,3551,1,8,m,29,17095,C:/Users/vcc/Desktop/project ml/voice/17095.wav,,,,,,,,
16560,16680,16704,16704,2,4,f,20,10473,C:/Users/vcc/Desktop/project ml/voice/10473.wav,,,,,,,,
429,429,429,429,4,1,f,25,2330,C:/Users/vcc/Desktop/project ml/voice/2330.wav,,,,,,,,
3142,3262,3285,3285,2,6,f,46,14300,C:/Users/vcc/Desktop/project ml/voice/14300.wav,,,,,,,,
16341,16461,16485,16485,2,9,f,51,12059,C:/Users/vcc/Desktop/project ml/voice/12059.wav,,,,,,,,
8089,8209,8232,8232,3,10,m,59,10058,C:/Users/vcc/Desktop/project ml/voice/10058.wav,,,,,,,,
11104,11224,11247,11247,4,2,f,23,6390,C:/Users/vcc/Desktop/project ml/voice/6390.wav,,,,,,,,
13630,13750,13774,13774,1,3,f,41,13967,C:/Users/vcc/Desktop/project ml/voice/13967.wav,,,,,,,,
11051,11171,11194,11194,1,1,m,23,5937,C:/Users/vcc/Desktop/project ml/voice/5937.wav,,,,,,,,
10715,10835,10858,10858,3,5,f,53,5435,C:/Users/vcc/Desktop/project ml/voice/5435.wav,,,,,,,,
7603,7723,7746,7746,3,6,m,24,5279,C:/Users/vcc/Desktop/project ml/voice/5279.wav,,,,,,,,
3872,3992,4015,4015,4,2,m,58,2094,C:/Users/vcc/Desktop/project ml/voice/2094.wav,,,,,,,,
16184,16304,16328,16328,2,7,f,24,13259,C:/Users/vcc/Desktop/project ml/voice/13259.wav,,,,,,,,
12517,12637,12660,12660,3,1,m,24,8339,C:/Users/vcc/Desktop/project ml/voice/8339.wav,,,,,,,,
5120,5240,5263,5263,2,5,f,22,15494,C:/Users/vcc/Desktop/project ml/voice/15494.wav,,,,,,,,
10954,11074,11097,11097,4,6,f,31,5840,C:/Users/vcc/Desktop/project ml/voice/5840.wav,,,,,,,,
14651,14771,14795,14795,4,6,f,39,1750,C:/Users/vcc/Desktop/project ml/voice/1750.wav,,,,,,,,
12383,12503,12526,12526,1,8,f,56,3685,C:/Users/vcc/Desktop/project ml/voice/3685.wav,,,,,,,,
10611,10731,10754,10754,4,9,f,14,8172,C:/Users/vcc/Desktop/project ml/voice/8172.wav,,,,,,,,
1471,1471,1472,1472,1,6,f,33,16927,C:/Users/vcc/Desktop/project ml/voice/16927.wav,,,,,,,,
5956,6076,6099,6099,1,9,m,65,5089,C:/Users/vcc/Desktop/project ml/voice/5089.wav,,,,,,,,
15980,16100,16124,16124,4,3,f,21,15052,C:/Users/vcc/Desktop/project ml/voice/15052.wav,,,,,,,,
9375,9495,9518,9518,1,9,f,48,9086,C:/Users/vcc/Desktop/project ml/voice/9086.wav,,,,,,,,
4033,4153,4176,4176,4,3,f,21,2258,C:/Users/vcc/Desktop/project ml/voice/2258.wav,,,,,,,,
16037,16157,16181,16181,1,10,m,63,15117,C:/Users/vcc/Desktop/project ml/voice/15117.wav,,,,,,,,
723,723,724,724,2,2,f,30,4822,C:/Users/vcc/Desktop/project ml/voice/4822.wav,,,,,,,,
15008,15128,15152,15152,1,6,m,23,3027,C:/Users/vcc/Desktop/project ml/voice/3027.wav,,,,,,,,
1322,1322,1323,1323,1,7,f,27,16781,C:/Users/vcc/Desktop/project ml/voice/16781.wav,,,,,,,,
10835,10955,10978,10978,3,5,f,23,5555,C:/Users/vcc/Desktop/project ml/voice/5555.wav,,,,,,,,
5422,5542,5565,5565,4,8,m,30,13394,C:/Users/vcc/Desktop/project ml/voice/13394.wav,,,,,,,,
3719,3839,3862,3862,3,10,f,21,2881,C:/Users/vcc/Desktop/project ml/voice/2881.wav,,,,,,,,
313,313,313,313,4,5,f,33,16296,C:/Users/vcc/Desktop/project ml/voice/16296.wav,,,,,,,,
8937,9057,9080,9080,2,3,m,22,9504,C:/Users/vcc/Desktop/project ml/voice/9504.wav,,,,,,,,
815,815,816,816,2,5,m,30,4914,C:/Users/vcc/Desktop/project ml/voice/4914.wav,,,,,,,,
9536,9656,9679,9679,2,10,m,26,1284,C:/Users/vcc/Desktop/project ml/voice/1284.wav,,,,,,,,
3310,3430,3453,3453,2,8,m,27,14468,C:/Users/vcc/Desktop/project ml/voice/14468.wav,,,,,,,,
12749,12869,12892,12892,3,9,f,33,38,C:/Users/vcc/Desktop/project ml/voice/38.wav,,,,,,,,
70,70,70,70,4,1,m,24,16040,C:/Users/vcc/Desktop/project ml/voice/16040.wav,,,,,,,,
11909,12029,12052,12052,4,5,f,49,7196,C:/Users/vcc/Desktop/project ml/voice/7196.wav,,,,,,,,
5574,5694,5717,5717,4,6,m,30,8680,C:/Users/vcc/Desktop/project ml/voice/8680.wav,,,,,,,,
6235,6355,6378,6378,1,9,f,24,11458,C:/Users/vcc/Desktop/project ml/voice/11458.wav,,,,,,,,
6148,6268,6291,6291,1,2,f,35,12750,C:/Users/vcc/Desktop/project ml/voice/12750.wav,,,,,,,,
2942,2942,2965,2965,3,2,f,21,11152,C:/Users/vcc/Desktop/project ml/voice/11152.wav,,,,,,,,
3503,3623,3646,3646,3,6,f,48,1549,C:/Users/vcc/Desktop/project ml/voice/1549.wav,,,,,,,,
15738,15858,15882,15882,3,8,m,24,9685,C:/Users/vcc/Desktop/project ml/voice/9685.wav,,,,,,,,
1674,1674,1675,1675,1,9,f,25,12946,C:/Users/vcc/Desktop/project ml/voice/12946.wav,,,,,,,,
12979,13099,13123,13123,4,7,m,51,4204,C:/Users/vcc/Desktop/project ml/voice/4204.wav,,,,,,,,
14748,14868,14892,14892,1,1,m,24,1847,C:/Users/vcc/Desktop/project ml/voice/1847.wav,,,,,,,,
3523,3643,3666,3666,3,1,m,40,1609,C:/Users/vcc/Desktop/project ml/voice/1609.wav,,,,,,,,
3589,3709,3732,3732,1,8,f,26,1595,C:/Users/vcc/Desktop/project ml/voice/1595.wav,,,,,,,,
10284,10404,10427,10427,3,6,f,19,15223,C:/Users/vcc/Desktop/project ml/voice/15223.wav,,,,,,,,
1428,1428,1429,1429,1,3,f,51,16875,C:/Users/vcc/Desktop/project ml/voice/16875.wav,,,,,,,,
15947,16067,16091,16091,4,10,m,26,15000,C:/Users/vcc/Desktop/project ml/voice/15000.wav,,,,,,,,
7626,7746,7769,7769,2,2,f,24,5302,C:/Users/vcc/Desktop/project ml/voice/5302.wav,,,,,,,,
2191,2191,2192,2192,1,6,f,26,627,C:/Users/vcc/Desktop/project ml/voice/627.wav,,,,,,,,
5634,5754,5777,5777,1,7,f,27,10729,C:/Users/vcc/Desktop/project ml/voice/10729.wav,,,,,,,,
4481,4601,4624,4624,2,6,f,24,984,C:/Users/vcc/Desktop/project ml/voice/984.wav,,,,,,,,
11855,11975,11998,11998,3,1,m,55,7139,C:/Users/vcc/Desktop/project ml/voice/7139.wav,,,,,,,,
14203,14323,14347,14347,4,4,f,22,2622,C:/Users/vcc/Desktop/project ml/voice/2622.wav,,,,,,,,
7189,7309,7332,7332,1,9,m,29,14591,C:/Users/vcc/Desktop/project ml/voice/14591.wav,,,,,,,,
8146,8266,8289,8289,1,7,f,22,10164,C:/Users/vcc/Desktop/project ml/voice/10164.wav,,,,,,,,
14023,14143,14167,14167,4,6,m,65,3560,C:/Users/vcc/Desktop/project ml/voice/3560.wav,,,,,,,,
302,302,302,302,3,4,f,33,16291,C:/Users/vcc/Desktop/project ml/voice/16291.wav,,,,,,,,
13035,13155,13179,13179,4,1,m,14,4260,C:/Users/vcc/Desktop/project ml/voice/4260.wav,,,,,,,,
1902,1902,1903,1903,1,10,m,18,5733,C:/Users/vcc/Desktop/project ml/voice/5733.wav,,,,,,,,
15521,15641,15665,15665,2,4,f,38,12519,C:/Users/vcc/Desktop/project ml/voice/12519.wav,,,,,,,,
14393,14513,14537,14537,2,2,f,20,2812,C:/Users/vcc/Desktop/project ml/voice/2812.wav,,,,,,,,
14723,14843,14867,14867,4,4,m,49,1822,C:/Users/vcc/Desktop/project ml/voice/1822.wav,,,,,,,,
1682,1682,1683,1683,2,7,f,25,12939,C:/Users/vcc/Desktop/project ml/voice/12939.wav,,,,,,,,
105,105,105,105,3,6,f,23,16099,C:/Users/vcc/Desktop/project ml/voice/16099.wav,,,,,,,,
7148,7268,7291,7291,1,8,m,52,14547,C:/Users/vcc/Desktop/project ml/voice/14547.wav,,,,,,,,
13509,13629,13653,13653,4,10,f,55,13799,C:/Users/vcc/Desktop/project ml/voice/13799.wav,,,,,,,,
14863,14983,15007,15007,4,6,m,23,6760,C:/Users/vcc/Desktop/project ml/voice/6760.wav,,,,,,,,
5815,5935,5958,5958,4,8,f,27,10736,C:/Users/vcc/Desktop/project ml/voice/10736.wav,,,,,,,,
15368,15488,15512,15512,3,1,f,35,4579,C:/Users/vcc/Desktop/project ml/voice/4579.wav,,,,,,,,
14812,14932,14956,14956,3,5,m,25,6715,C:/Users/vcc/Desktop/project ml/voice/6715.wav,,,,,,,,
1244,1244,1245,1245,1,9,f,25,16709,C:/Users/vcc/Desktop/project ml/voice/16709.wav,,,,,,,,
1058,1058,1059,1059,3,1,m,25,13404,C:/Users/vcc/Desktop/project ml/voice/13404.wav,,,,,,,,
1234,1234,1235,1235,4,9,m,10,16672,C:/Users/vcc/Desktop/project ml/voice/16672.wav,,,,,,,,
14728,14848,14872,14872,1,6,m,49,1827,C:/Users/vcc/Desktop/project ml/voice/1827.wav,,,,,,,,
1054,1054,1055,1055,2,7,m,25,13427,C:/Users/vcc/Desktop/project ml/voice/13427.wav,,,,,,,,
16526,16646,16670,16670,2,10,m,62,10417,C:/Users/vcc/Desktop/project ml/voice/10417.wav,,,,,,,,
10228,10348,10371,10371,1,10,m,25,15157,C:/Users/vcc/Desktop/project ml/voice/15157.wav,,,,,,,,
11880,12000,12023,12023,1,6,f,49,7197,C:/Users/vcc/Desktop/project ml/voice/7197.wav,,,,,,,,
3610,3730,3753,3753,2,3,m,24,1656,C:/Users/vcc/Desktop/project ml/voice/1656.wav,,,,,,,,
7441,7561,7584,7584,1,6,m,56,9960,C:/Users/vcc/Desktop/project ml/voice/9960.wav,,,,,,,,
4936,5056,5079,5079,2,8,m,25,7806,C:/Users/vcc/Desktop/project ml/voice/7806.wav,,,,,,,,
1237,1237,1238,1238,1,2,f,25,16681,C:/Users/vcc/Desktop/project ml/voice/16681.wav,,,,,,,,
8693,8813,8836,8836,3,9,f,21,8768,C:/Users/vcc/Desktop/project ml/voice/8768.wav,,,,,,,,
5069,5189,5212,5212,3,2,f,21,15443,C:/Users/vcc/Desktop/project ml/voice/15443.wav,,,,,,,,
5548,5668,5691,5691,2,10,f,33,8614,C:/Users/vcc/Desktop/project ml/voice/8614.wav,,,,,,,,
7473,7593,7616,7616,1,4,f,52,9992,C:/Users/vcc/Desktop/project ml/voice/9992.wav,,,,,,,,
4930,5050,5073,5073,4,6,m,25,7800,C:/Users/vcc/Desktop/project ml/voice/7800.wav,,,,,,,,
15430,15550,15574,15574,3,1,f,28,12428,C:/Users/vcc/Desktop/project ml/voice/12428.wav,,,,,,,,
14977,15097,15121,15121,3,10,m,56,6855,C:/Users/vcc/Desktop/project ml/voice/6855.wav,,,,,,,,
8305,8425,8448,8448,3,1,m,70,11908,C:/Users/vcc/Desktop/project ml/voice/11908.wav,,,,,,,,
3970,4090,4113,4113,1,10,m,29,2203,C:/Users/vcc/Desktop/project ml/voice/2203.wav,,,,,,,,
1213,1213,1214,1214,2,8,m,10,16666,C:/Users/vcc/Desktop/project ml/voice/16666.wav,,,,,,,,
8692,8812,8835,8835,2,9,f,21,8767,C:/Users/vcc/Desktop/project ml/voice/8767.wav,,,,,,,,
13968,14088,14112,14112,3,1,m,25,3499,C:/Users/vcc/Desktop/project ml/voice/3499.wav,,,,,,,,
4535,4655,4678,4678,2,8,m,18,6206,C:/Users/vcc/Desktop/project ml/voice/6206.wav,,,,,,,,
6423,6543,6566,6566,4,7,m,24,11613,C:/Users/vcc/Desktop/project ml/voice/11613.wav,,,,,,,,
4954,5074,5097,5097,4,2,f,60,7824,C:/Users/vcc/Desktop/project ml/voice/7824.wav,,,,,,,,
6598,6718,6741,6741,2,7,f,35,7362,C:/Users/vcc/Desktop/project ml/voice/7362.wav,,,,,,,,
10014,10134,10157,10157,4,6,f,46,3840,C:/Users/vcc/Desktop/project ml/voice/3840.wav,,,,,,,,
424,424,424,424,3,6,f,25,2349,C:/Users/vcc/Desktop/project ml/voice/2349.wav,,,,,,,,
15649,15769,15793,15793,2,6,f,14,12647,C:/Users/vcc/Desktop/project ml/voice/12647.wav,,,,,,,,
10371,10491,10514,10514,4,3,m,47,15292,C:/Users/vcc/Desktop/project ml/voice/15292.wav,,,,,,,,
6038,6158,6181,6181,2,2,f,24,5142,C:/Users/vcc/Desktop/project ml/voice/5142.wav,,,,,,,,
11697,11817,11840,11840,3,5,m,20,16495,C:/Users/vcc/Desktop/project ml/voice/16495.wav,,,,,,,,
7552,7672,7695,7695,4,3,f,52,5228,C:/Users/vcc/Desktop/project ml/voice/5228.wav,,,,,,,,
6626,6746,6769,6769,1,5,m,56,7393,C:/Users/vcc/Desktop/project ml/voice/7393.wav,,,,,,,,
11620,11740,11763,11763,2,6,f,54,16418,C:/Users/vcc/Desktop/project ml/voice/16418.wav,,,,,,,,
15900,16020,16044,16044,1,9,f,43,9847,C:/Users/vcc/Desktop/project ml/voice/9847.wav,,,,,,,,
10843,10963,10986,10986,4,3,f,23,5548,C:/Users/vcc/Desktop/project ml/voice/5548.wav,,,,,,,,
151,151,151,151,4,2,f,41,16124,C:/Users/vcc/Desktop/project ml/voice/16124.wav,,,,,,,,
14800,14920,14944,14944,2,3,m,25,6706,C:/Users/vcc/Desktop/project ml/voice/6706.wav,,,,,,,,
12277,12397,12420,12420,3,1,m,24,3579,C:/Users/vcc/Desktop/project ml/voice/3579.wav,,,,,,,,
14950,15070,15094,15094,1,3,m,56,6865,C:/Users/vcc/Desktop/project ml/voice/6865.wav,,,,,,,,
5340,5460,5483,5483,1,10,f,30,13302,C:/Users/vcc/Desktop/project ml/voice/13302.wav,,,,,,,,
11360,11480,11503,11503,2,2,m,32,10385,C:/Users/vcc/Desktop/project ml/voice/10385.wav,,,,,,,,
3043,3095,3118,3118,3,3,f,33,6987,C:/Users/vcc/Desktop/project ml/voice/6987.wav,,,,,,,,
3531,3651,3674,3674,3,3,m,40,1617,C:/Users/vcc/Desktop/project ml/voice/1617.wav,,,,,,,,
14840,14960,14984,14984,2,3,m,23,6746,C:/Users/vcc/Desktop/project ml/voice/6746.wav,,,,,,,,
5264,5384,5407,5407,2,1,m,20,15638,C:/Users/vcc/Desktop/project ml/voice/15638.wav,,,,,,,,
8093,8213,8236,8236,4,4,m,59,10075,C:/Users/vcc/Desktop/project ml/voice/10075.wav,,,,,,,,
2544,2544,2545,2545,4,9,m,25,6092,C:/Users/vcc/Desktop/project ml/voice/6092.wav,,,,,,,,
7786,7906,7929,7929,2,2,m,39,15722,C:/Users/vcc/Desktop/project ml/voice/15722.wav,,,,,,,,
12757,12877,12900,12900,3,1,f,62,46,C:/Users/vcc/Desktop/project ml/voice/46.wav,,,,,,,,
8917,9037,9060,9060,2,5,m,22,9512,C:/Users/vcc/Desktop/project ml/voice/9512.wav,,,,,,,,
15446,15566,15590,15590,3,5,f,28,12444,C:/Users/vcc/Desktop/project ml/voice/12444.wav,,,,,,,,
16083,16203,16227,16227,1,6,m,13,13094,C:/Users/vcc/Desktop/project ml/voice/13094.wav,,,,,,,,
4909,5029,5052,5052,3,1,m,25,7779,C:/Users/vcc/Desktop/project ml/voice/7779.wav,,,,,,,,
12189,12309,12332,12332,3,8,f,19,14789,C:/Users/vcc/Desktop/project ml/voice/14789.wav,,,,,,,,
8326,8446,8469,8469,4,6,m,70,11929,C:/Users/vcc/Desktop/project ml/voice/11929.wav,,,,,,,,
3659,3779,3802,3802,3,5,f,24,1705,C:/Users/vcc/Desktop/project ml/voice/1705.wav,,,,,,,,
13064,13184,13208,13208,1,9,m,14,4289,C:/Users/vcc/Desktop/project ml/voice/4289.wav,,,,,,,,
10875,10995,11018,11018,3,5,m,29,5595,C:/Users/vcc/Desktop/project ml/voice/5595.wav,,,,,,,,
9326,9446,9469,9469,4,6,f,14,9037,C:/Users/vcc/Desktop/project ml/voice/9037.wav,,,,,,,,
6679,6799,6822,6822,2,9,m,24,7450,C:/Users/vcc/Desktop/project ml/voice/7450.wav,,,,,,,,
9432,9552,9575,9575,2,4,m,43,1220,C:/Users/vcc/Desktop/project ml/voice/1220.wav,,,,,,,,
3172,3292,3315,3315,4,3,m,56,14330,C:/Users/vcc/Desktop/project ml/voice/14330.wav,,,,,,,,
6018,6138,6161,6161,4,2,f,36,5104,C:/Users/vcc/Desktop/project ml/voice/5104.wav,,,,,,,,
3537,3657,3680,3680,1,5,m,40,1623,C:/Users/vcc/Desktop/project ml/voice/1623.wav,,,,,,,,
11539,11659,11682,11682,2,5,m,23,9151,C:/Users/vcc/Desktop/project ml/voice/9151.wav,,,,,,,,
15254,15374,15398,15398,3,7,m,40,4483,C:/Users/vcc/Desktop/project ml/voice/4483.wav,,,,,,,,
7512,7632,7655,7655,4,3,m,36,5188,C:/Users/vcc/Desktop/project ml/voice/5188.wav,,,,,,,,
5434,5554,5577,5577,4,1,m,20,8540,C:/Users/vcc/Desktop/project ml/voice/8540.wav,,,,,,,,
14844,14964,14988,14988,2,7,m,23,6762,C:/Users/vcc/Desktop/project ml/voice/6762.wav,,,,,,,,
10242,10362,10385,10385,3,4,m,25,15175,C:/Users/vcc/Desktop/project ml/voice/15175.wav,,,,,,,,
11724,11844,11867,11867,2,2,m,24,16522,C:/Users/vcc/Desktop/project ml/voice/16522.wav,,,,,,,,
5553,5673,5696,5696,3,1,m,30,8659,C:/Users/vcc/Desktop/project ml/voice/8659.wav,,,,,,,,
2971,2971,2994,2994,2,1,f,28,11187,C:/Users/vcc/Desktop/project ml/voice/11187.wav,,,,,,,,
12435,12555,12578,12578,1,1,m,31,8257,C:/Users/vcc/Desktop/project ml/voice/8257.wav,,,,,,,,
5763,5883,5906,5906,3,6,m,30,10768,C:/Users/vcc/Desktop/project ml/voice/10768.wav,,,,,,,,
14625,14745,14769,14769,2,10,m,21,10983,C:/Users/vcc/Desktop/project ml/voice/10983.wav,,,,,,,,
12413,12533,12556,12556,3,5,f,29,3715,C:/Users/vcc/Desktop/project ml/voice/3715.wav,,,,,,,,
8350,8470,8493,8493,4,2,m,25,11953,C:/Users/vcc/Desktop/project ml/voice/11953.wav,,,,,,,,
11297,11417,11440,11440,3,6,m,58,10322,C:/Users/vcc/Desktop/project ml/voice/10322.wav,,,,,,,,
4562,4682,4705,4705,1,5,m,24,6233,C:/Users/vcc/Desktop/project ml/voice/6233.wav,,,,,,,,
16532,16652,16676,16676,3,6,m,62,10442,C:/Users/vcc/Desktop/project ml/voice/10442.wav,,,,,,,,
9688,9808,9831,9831,2,8,f,34,1476,C:/Users/vcc/Desktop/project ml/voice/1476.wav,,,,,,,,
13226,13346,13370,13370,4,9,m,38,4452,C:/Users/vcc/Desktop/project ml/voice/4452.wav,,,,,,,,
4571,4691,4714,4714,2,7,m,24,6242,C:/Users/vcc/Desktop/project ml/voice/6242.wav,,,,,,,,
14125,14245,14269,14269,2,5,f,20,11723,C:/Users/vcc/Desktop/project ml/voice/11723.wav,,,,,,,,
11800,11920,11943,11943,1,6,f,23,7117,C:/Users/vcc/Desktop/project ml/voice/7117.wav,,,,,,,,
7846,7966,7989,7989,2,7,m,25,15782,C:/Users/vcc/Desktop/project ml/voice/15782.wav,,,,,,,,
5937,6057,6080,6080,3,10,m,44,5015,C:/Users/vcc/Desktop/project ml/voice/5015.wav,,,,,,,,
8219,8339,8362,8362,4,9,f,35,11821,C:/Users/vcc/Desktop/project ml/voice/11821.wav,,,,,,,,
2437,2437,2438,2438,2,2,f,50,5982,C:/Users/vcc/Desktop/project ml/voice/5982.wav,,,,,,,,
16639,16759,16783,16783,2,7,f,54,10565,C:/Users/vcc/Desktop/project ml/voice/10565.wav,,,,,,,,
10249,10369,10392,10392,4,1,m,25,15164,C:/Users/vcc/Desktop/project ml/voice/15164.wav,,,,,,,,
7408,7528,7551,7551,4,7,m,22,9924,C:/Users/vcc/Desktop/project ml/voice/9924.wav,,,,,,,,
9447,9567,9590,9590,1,8,m,43,1235,C:/Users/vcc/Desktop/project ml/voice/1235.wav,,,,,,,,
10062,10182,10205,10205,1,4,f,51,12238,C:/Users/vcc/Desktop/project ml/voice/12238.wav,,,,,,,,
3238,3358,3381,3381,2,10,f,26,14356,C:/Users/vcc/Desktop/project ml/voice/14356.wav,,,,,,,,
6659,6779,6802,6802,4,8,m,56,7408,C:/Users/vcc/Desktop/project ml/voice/7408.wav,,,,,,,,
3049,3121,3144,3144,1,1,m,34,7017,C:/Users/vcc/Desktop/project ml/voice/7017.wav,,,,,,,,
6666,6786,6809,6809,1,6,m,24,7437,C:/Users/vcc/Desktop/project ml/voice/7437.wav,,,,,,,,
14308,14428,14452,14452,1,1,m,58,2727,C:/Users/vcc/Desktop/project ml/voice/2727.wav,,,,,,,,
10508,10628,10651,10651,2,3,f,53,8066,C:/Users/vcc/Desktop/project ml/voice/8066.wav,,,,,,,,
5232,5352,5375,5375,2,3,m,25,15606,C:/Users/vcc/Desktop/project ml/voice/15606.wav,,,,,,,,
16019,16139,16163,16163,4,2,f,57,15088,C:/Users/vcc/Desktop/project ml/voice/15088.wav,,,,,,,,
5919,6039,6062,6062,2,2,m,44,5022,C:/Users/vcc/Desktop/project ml/voice/5022.wav,,,,,,,,
12635,12755,12778,12778,1,1,m,23,8457,C:/Users/vcc/Desktop/project ml/voice/8457.wav,,,,,,,,
12896,13016,13040,13040,4,6,f,28,187,C:/Users/vcc/Desktop/project ml/voice/187.wav,,,,,,,,
2409,2409,2410,2410,3,4,f,46,352,C:/Users/vcc/Desktop/project ml/voice/352.wav,,,,,,,,
4511,4631,4654,4654,2,2,m,18,6182,C:/Users/vcc/Desktop/project ml/voice/6182.wav,,,,,,,,
11106,11226,11249,11249,4,4,f,23,6392,C:/Users/vcc/Desktop/project ml/voice/6392.wav,,,,,,,,
12379,12499,12522,12522,1,7,f,56,3681,C:/Users/vcc/Desktop/project ml/voice/3681.wav,,,,,,,,
11854,11974,11997,11997,2,10,m,55,7134,C:/Users/vcc/Desktop/project ml/voice/7134.wav,,,,,,,,
9695,9815,9838,9838,1,10,f,34,1443,C:/Users/vcc/Desktop/project ml/voice/1443.wav,,,,,,,,
15780,15900,15924,15924,1,9,m,23,9727,C:/Users/vcc/Desktop/project ml/voice/9727.wav,,,,,,,,
11759,11879,11902,11902,1,1,f,24,16557,C:/Users/vcc/Desktop/project ml/voice/16557.wav,,,,,,,,
15938,16058,16082,16082,4,1,m,26,15004,C:/Users/vcc/Desktop/project ml/voice/15004.wav,,,,,,,,
5733,5853,5876,5876,3,6,f,54,10642,C:/Users/vcc/Desktop/project ml/voice/10642.wav,,,,,,,,
16476,16596,16620,16620,2,3,m,35,12195,C:/Users/vcc/Desktop/project ml/voice/12195.wav,,,,,,,,
9146,9266,9289,9289,4,2,m,36,9381,C:/Users/vcc/Desktop/project ml/voice/9381.wav,,,,,,,,
13132,13252,13276,13276,1,6,m,20,4357,C:/Users/vcc/Desktop/project ml/voice/4357.wav,,,,,,,,
2453,2453,2454,2454,3,8,f,50,6007,C:/Users/vcc/Desktop/project ml/voice/6007.wav,,,,,,,,
1338,1338,1339,1339,3,3,f,27,16767,C:/Users/vcc/Desktop/project ml/voice/16767.wav,,,,,,,,
11512,11632,11655,11655,4,9,f,46,9209,C:/Users/vcc/Desktop/project ml/voice/9209.wav,,,,,,,,
491,491,491,491,2,3,f,50,2416,C:/Users/vcc/Desktop/project ml/voice/2416.wav,,,,,,,,
11967,12087,12110,12110,2,3,f,47,7266,C:/Users/vcc/Desktop/project ml/voice/7266.wav,,,,,,,,
8,8,8,8,1,9,m,21,16029,C:/Users/vcc/Desktop/project ml/voice/16029.wav,,,,,,,,
2371,2371,2372,2372,3,6,f,27,317,C:/Users/vcc/Desktop/project ml/voice/317.wav,,,,,,,,
5306,5426,5449,5449,1,1,m,30,13370,C:/Users/vcc/Desktop/project ml/voice/13370.wav,,,,,,,,
7415,7535,7558,7558,3,9,m,22,9934,C:/Users/vcc/Desktop/project ml/voice/9934.wav,,,,,,,,
16652,16772,16796,16796,3,10,f,54,10538,C:/Users/vcc/Desktop/project ml/voice/10538.wav,,,,,,,,
2640,2640,2642,2642,4,4,f,25,1902,C:/Users/vcc/Desktop/project ml/voice/1902.wav,,,,,,,,
10822,10942,10965,10965,2,2,f,23,5542,C:/Users/vcc/Desktop/project ml/voice/5542.wav,,,,,,,,
5633,5753,5776,5776,1,6,f,27,10725,C:/Users/vcc/Desktop/project ml/voice/10725.wav,,,,,,,,
5049,5169,5192,5192,3,6,m,25,7919,C:/Users/vcc/Desktop/project ml/voice/7919.wav,,,,,,,,
9284,9404,9427,9427,2,6,m,23,8995,C:/Users/vcc/Desktop/project ml/voice/8995.wav,,,,,,,,
10626,10746,10769,10769,2,4,m,20,8190,C:/Users/vcc/Desktop/project ml/voice/8190.wav,,,,,,,,
10931,11051,11074,11074,1,1,f,31,5817,C:/Users/vcc/Desktop/project ml/voice/5817.wav,,,,,,,,
7041,7161,7184,7184,3,1,m,35,4099,C:/Users/vcc/Desktop/project ml/voice/4099.wav,,,,,,,,
991,991,992,992,2,9,f,56,11375,C:/Users/vcc/Desktop/project ml/voice/11375.wav,,,,,,,,
11160,11280,11303,11303,2,2,f,23,10185,C:/Users/vcc/Desktop/project ml/voice/10185.wav,,,,,,,,
15295,15415,15439,15439,3,8,m,23,4527,C:/Users/vcc/Desktop/project ml/voice/4527.wav,,,,,,,,
5420,5540,5563,5563,4,8,f,30,13330,C:/Users/vcc/Desktop/project ml/voice/13330.wav,,,,,,,,
16259,16379,16403,16403,4,2,m,13,13081,C:/Users/vcc/Desktop/project ml/voice/13081.wav,,,,,,,,
16021,16141,16165,16165,4,4,f,57,15096,C:/Users/vcc/Desktop/project ml/voice/15096.wav,,,,,,,,
8386,8506,8529,8529,4,1,m,26,11989,C:/Users/vcc/Desktop/project ml/voice/11989.wav,,,,,,,,
8530,8650,8673,8673,4,2,f,56,14126,C:/Users/vcc/Desktop/project ml/voice/14126.wav,,,,,,,,
14749,14869,14893,14893,2,1,m,24,1848,C:/Users/vcc/Desktop/project ml/voice/1848.wav,,,,,,,,
4257,4377,4400,4400,4,2,m,36,730,C:/Users/vcc/Desktop/project ml/voice/730.wav,,,,,,,,
12363,12483,12506,12506,1,3,f,56,3665,C:/Users/vcc/Desktop/project ml/voice/3665.wav,,,,,,,,
1537,1537,1538,1538,4,2,m,30,16954,C:/Users/vcc/Desktop/project ml/voice/16954.wav,,,,,,,,
6241,6361,6384,6384,2,5,f,24,11443,C:/Users/vcc/Desktop/project ml/voice/11443.wav,,,,,,,,
4495,4615,4638,4638,3,10,f,24,1001,C:/Users/vcc/Desktop/project ml/voice/1001.wav,,,,,,,,
6498,6618,6641,6641,4,3,m,24,15332,C:/Users/vcc/Desktop/project ml/voice/15332.wav,,,,,,,,
7113,7233,7256,7256,2,3,f,48,14488,C:/Users/vcc/Desktop/project ml/voice/14488.wav,,,,,,,,
8076,8196,8219,8219,2,7,m,59,10085,C:/Users/vcc/Desktop/project ml/voice/10085.wav,,,,,,,,
11116,11236,11259,11259,3,2,f,31,6426,C:/Users/vcc/Desktop/project ml/voice/6426.wav,,,,,,,,
3271,3391,3414,3414,3,8,f,24,14429,C:/Users/vcc/Desktop/project ml/voice/14429.wav,,,,,,,,
