,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,emotionID,textID,sex,age,voice id,address,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
9830,9950,9973,9973,4,3,f,25,1108,C:/Users/vcc/Desktop/project ml/voice/1108.wav,,,,,,,,
1715,1715,1716,1716,1,10,m,20,12950,C:/Users/vcc/Desktop/project ml/voice/12950.wav,,,,,,,,
14559,14679,14703,14703,4,3,m,21,10957,C:/Users/vcc/Desktop/project ml/voice/10957.wav,,,,,,,,
15465,15585,15609,15609,2,10,f,28,12423,C:/Users/vcc/Desktop/project ml/voice/12423.wav,,,,,,,,
15334,15454,15478,15478,3,7,f,26,4563,C:/Users/vcc/Desktop/project ml/voice/4563.wav,,,,,,,,
8157,8277,8300,8300,2,8,f,22,10169,C:/Users/vcc/Desktop/project ml/voice/10169.wav,,,,,,,,
11499,11619,11642,11642,2,8,m,23,9163,C:/Users/vcc/Desktop/project ml/voice/9163.wav,,,,,,,,
2089,2089,2090,2090,3,4,m,26,501,C:/Users/vcc/Desktop/project ml/voice/501.wav,,,,,,,,
6129,6249,6272,6272,3,3,m,25,12716,C:/Users/vcc/Desktop/project ml/voice/12716.wav,,,,,,,,
408,408,408,408,1,10,f,25,2323,C:/Users/vcc/Desktop/project ml/voice/2323.wav,,,,,,,,
13453,13573,13597,13597,3,4,f,25,13775,C:/Users/vcc/Desktop/project ml/voice/13775.wav,,,,,,,,
3559,3679,3702,3702,3,10,m,40,1605,C:/Users/vcc/Desktop/project ml/voice/1605.wav,,,,,,,,
377,377,377,377,2,9,f,24,15990,C:/Users/vcc/Desktop/project ml/voice/15990.wav,,,,,,,,
11483,11603,11626,11626,1,4,m,48,9226,C:/Users/vcc/Desktop/project ml/voice/9226.wav,,,,,,,,
3775,3895,3918,3918,3,4,f,49,2937,C:/Users/vcc/Desktop/project ml/voice/2937.wav,,,,,,,,
13383,13503,13527,13527,1,9,f,45,3408,C:/Users/vcc/Desktop/project ml/voice/3408.wav,,,,,,,,
1923,1923,1924,1924,2,5,f,25,5794,C:/Users/vcc/Desktop/project ml/voice/5794.wav,,,,,,,,
2299,2299,2300,2300,4,4,f,24,702,C:/Users/vcc/Desktop/project ml/voice/702.wav,,,,,,,,
12782,12902,12925,12925,4,7,f,62,71,C:/Users/vcc/Desktop/project ml/voice/71.wav,,,,,,,,
14594,14714,14738,14738,3,2,m,21,10992,C:/Users/vcc/Desktop/project ml/voice/10992.wav,,,,,,,,
10113,10233,10256,10256,2,5,m,31,12283,C:/Users/vcc/Desktop/project ml/voice/12283.wav,,,,,,,,
2692,2692,2713,2713,4,2,f,20,1974,C:/Users/vcc/Desktop/project ml/voice/1974.wav,,,,,,,,
2955,2955,2978,2978,4,5,f,21,11165,C:/Users/vcc/Desktop/project ml/voice/11165.wav,,,,,,,,
2855,2855,2878,2878,2,5,f,44,11083,C:/Users/vcc/Desktop/project ml/voice/11083.wav,,,,,,,,
4343,4463,4486,4486,4,8,m,33,834,C:/Users/vcc/Desktop/project ml/voice/834.wav,,,,,,,,
15271,15391,15415,15415,1,4,m,23,4509,C:/Users/vcc/Desktop/project ml/voice/4509.wav,,,,,,,,
5560,5680,5703,5703,2,3,m,30,8666,C:/Users/vcc/Desktop/project ml/voice/8666.wav,,,,,,,,
6906,7026,7049,7049,1,6,m,55,3997,C:/Users/vcc/Desktop/project ml/voice/3997.wav,,,,,,,,
13561,13681,13705,13705,2,3,m,25,13888,C:/Users/vcc/Desktop/project ml/voice/13888.wav,,,,,,,,
7429,7549,7572,7572,1,3,m,56,9948,C:/Users/vcc/Desktop/project ml/voice/9948.wav,,,,,,,,
16430,16550,16574,16574,4,1,m,31,12149,C:/Users/vcc/Desktop/project ml/voice/12149.wav,,,,,,,,
11825,11945,11968,11968,4,1,f,23,7100,C:/Users/vcc/Desktop/project ml/voice/7100.wav,,,,,,,,
10727,10847,10870,10870,4,7,f,53,5444,C:/Users/vcc/Desktop/project ml/voice/5444.wav,,,,,,,,
1361,1361,1362,1362,1,6,m,26,16811,C:/Users/vcc/Desktop/project ml/voice/16811.wav,,,,,,,,
5270,5390,5413,5413,4,2,m,20,15644,C:/Users/vcc/Desktop/project ml/voice/15644.wav,,,,,,,,
12547,12667,12690,12690,1,9,m,24,8369,C:/Users/vcc/Desktop/project ml/voice/8369.wav,,,,,,,,
2876,2876,2899,2899,4,6,f,44,11089,C:/Users/vcc/Desktop/project ml/voice/11089.wav,,,,,,,,
7351,7471,7494,7494,3,3,f,21,9865,C:/Users/vcc/Desktop/project ml/voice/9865.wav,,,,,,,,
2230,2230,2231,2231,1,5,f,19,663,C:/Users/vcc/Desktop/project ml/voice/663.wav,,,,,,,,
12229,12349,12372,12372,3,8,f,19,14829,C:/Users/vcc/Desktop/project ml/voice/14829.wav,,,,,,,,
5284,5404,5427,5427,2,6,m,20,15658,C:/Users/vcc/Desktop/project ml/voice/15658.wav,,,,,,,,
7520,7640,7663,7663,4,5,m,36,5196,C:/Users/vcc/Desktop/project ml/voice/5196.wav,,,,,,,,
15806,15926,15950,15950,3,5,m,23,9753,C:/Users/vcc/Desktop/project ml/voice/9753.wav,,,,,,,,
1270,1270,1271,1271,4,5,f,25,16696,C:/Users/vcc/Desktop/project ml/voice/16696.wav,,,,,,,,
10003,10123,10146,10146,3,5,f,46,3835,C:/Users/vcc/Desktop/project ml/voice/3835.wav,,,,,,,,
7274,7394,7417,7417,2,4,m,24,14652,C:/Users/vcc/Desktop/project ml/voice/14652.wav,,,,,,,,
8718,8838,8861,8861,4,5,m,23,8793,C:/Users/vcc/Desktop/project ml/voice/8793.wav,,,,,,,,
4375,4495,4518,4518,3,10,f,33,881,C:/Users/vcc/Desktop/project ml/voice/881.wav,,,,,,,,
72,72,72,72,4,3,m,24,16048,C:/Users/vcc/Desktop/project ml/voice/16048.wav,,,,,,,,
7563,7683,7706,7706,3,6,f,52,5239,C:/Users/vcc/Desktop/project ml/voice/5239.wav,,,,,,,,
11073,11193,11216,11216,3,6,m,23,5959,C:/Users/vcc/Desktop/project ml/voice/5959.wav,,,,,,,,
9698,9818,9841,9841,4,10,f,34,1446,C:/Users/vcc/Desktop/project ml/voice/1446.wav,,,,,,,,
3109,3229,3252,3252,1,8,f,26,14267,C:/Users/vcc/Desktop/project ml/voice/14267.wav,,,,,,,,
2588,2588,2589,2589,1,3,m,60,6145,C:/Users/vcc/Desktop/project ml/voice/6145.wav,,,,,,,,
16520,16640,16664,16664,2,4,m,62,10433,C:/Users/vcc/Desktop/project ml/voice/10433.wav,,,,,,,,
881,881,882,882,4,1,m,21,11265,C:/Users/vcc/Desktop/project ml/voice/11265.wav,,,,,,,,
5043,5163,5186,5186,1,5,m,25,7913,C:/Users/vcc/Desktop/project ml/voice/7913.wav,,,,,,,,
10061,10181,10204,10204,1,3,f,51,12234,C:/Users/vcc/Desktop/project ml/voice/12234.wav,,,,,,,,
16037,16157,16181,16181,1,10,m,63,15117,C:/Users/vcc/Desktop/project ml/voice/15117.wav,,,,,,,,
6034,6154,6177,6177,1,8,f,24,5165,C:/Users/vcc/Desktop/project ml/voice/5165.wav,,,,,,,,
371,371,371,371,2,3,f,24,15966,C:/Users/vcc/Desktop/project ml/voice/15966.wav,,,,,,,,
4059,4179,4202,4202,2,9,m,28,2320,C:/Users/vcc/Desktop/project ml/voice/2320.wav,,,,,,,,
7514,7634,7657,7657,2,4,m,36,5190,C:/Users/vcc/Desktop/project ml/voice/5190.wav,,,,,,,,
5951,6071,6094,6094,1,4,m,65,5069,C:/Users/vcc/Desktop/project ml/voice/5069.wav,,,,,,,,
15767,15887,15911,15911,4,5,m,23,9714,C:/Users/vcc/Desktop/project ml/voice/9714.wav,,,,,,,,
14567,14687,14711,14711,4,5,m,21,10965,C:/Users/vcc/Desktop/project ml/voice/10965.wav,,,,,,,,
15837,15957,15981,15981,2,3,f,22,9784,C:/Users/vcc/Desktop/project ml/voice/9784.wav,,,,,,,,
2614,2614,2615,2615,3,9,m,60,6171,C:/Users/vcc/Desktop/project ml/voice/6171.wav,,,,,,,,
773,773,774,774,4,4,m,26,4872,C:/Users/vcc/Desktop/project ml/voice/4872.wav,,,,,,,,
8192,8312,8335,8335,1,3,f,35,11794,C:/Users/vcc/Desktop/project ml/voice/11794.wav,,,,,,,,
4184,4304,4327,4327,4,6,f,27,13665,C:/Users/vcc/Desktop/project ml/voice/13665.wav,,,,,,,,
4920,5040,5063,5063,2,4,m,25,7790,C:/Users/vcc/Desktop/project ml/voice/7790.wav,,,,,,,,
11251,11371,11394,11394,1,5,f,26,10276,C:/Users/vcc/Desktop/project ml/voice/10276.wav,,,,,,,,
12498,12618,12641,12641,4,6,f,44,8320,C:/Users/vcc/Desktop/project ml/voice/8320.wav,,,,,,,,
7493,7613,7636,7636,1,9,f,52,10012,C:/Users/vcc/Desktop/project ml/voice/10012.wav,,,,,,,,
16129,16249,16273,16273,2,2,f,45,13039,C:/Users/vcc/Desktop/project ml/voice/13039.wav,,,,,,,,
15827,15947,15971,15971,4,10,m,23,9734,C:/Users/vcc/Desktop/project ml/voice/9734.wav,,,,,,,,
3415,3535,3558,3558,2,5,m,29,17084,C:/Users/vcc/Desktop/project ml/voice/17084.wav,,,,,,,,
9839,9959,9982,9982,1,6,f,25,1119,C:/Users/vcc/Desktop/project ml/voice/1119.wav,,,,,,,,
12528,12648,12671,12671,2,4,m,24,8350,C:/Users/vcc/Desktop/project ml/voice/8350.wav,,,,,,,,
10657,10777,10800,10800,1,6,f,20,8237,C:/Users/vcc/Desktop/project ml/voice/8237.wav,,,,,,,,
11425,11545,11568,11568,1,4,m,23,9146,C:/Users/vcc/Desktop/project ml/voice/9146.wav,,,,,,,,
15822,15942,15966,15966,3,9,m,23,9769,C:/Users/vcc/Desktop/project ml/voice/9769.wav,,,,,,,,
10756,10876,10899,10899,3,6,m,57,5479,C:/Users/vcc/Desktop/project ml/voice/5479.wav,,,,,,,,
729,729,730,730,4,3,f,30,4828,C:/Users/vcc/Desktop/project ml/voice/4828.wav,,,,,,,,
5022,5142,5165,5165,4,9,f,25,7892,C:/Users/vcc/Desktop/project ml/voice/7892.wav,,,,,,,,
4227,4347,4370,4370,3,7,f,49,13708,C:/Users/vcc/Desktop/project ml/voice/13708.wav,,,,,,,,
3274,3394,3417,3417,2,9,f,24,14432,C:/Users/vcc/Desktop/project ml/voice/14432.wav,,,,,,,,
2570,2570,2571,2571,3,5,m,25,6115,C:/Users/vcc/Desktop/project ml/voice/6115.wav,,,,,,,,
2794,2794,2817,2817,2,9,m,38,2080,C:/Users/vcc/Desktop/project ml/voice/2080.wav,,,,,,,,
15272,15392,15416,15416,1,5,m,23,4513,C:/Users/vcc/Desktop/project ml/voice/4513.wav,,,,,,,,
4045,4165,4188,4188,1,5,m,28,2303,C:/Users/vcc/Desktop/project ml/voice/2303.wav,,,,,,,,
2633,2633,2634,2634,4,2,f,25,1894,C:/Users/vcc/Desktop/project ml/voice/1894.wav,,,,,,,,
11419,11539,11562,11562,3,3,m,48,9224,C:/Users/vcc/Desktop/project ml/voice/9224.wav,,,,,,,,
12858,12978,13002,13002,1,7,m,62,148,C:/Users/vcc/Desktop/project ml/voice/148.wav,,,,,,,,
14420,14540,14564,14564,1,9,f,20,2839,C:/Users/vcc/Desktop/project ml/voice/2839.wav,,,,,,,,
16436,16556,16580,16580,2,3,m,31,12155,C:/Users/vcc/Desktop/project ml/voice/12155.wav,,,,,,,,
10306,10426,10449,10449,1,8,f,43,15269,C:/Users/vcc/Desktop/project ml/voice/15269.wav,,,,,,,,
12230,12350,12373,12373,4,8,f,19,14830,C:/Users/vcc/Desktop/project ml/voice/14830.wav,,,,,,,,
14997,15117,15141,15141,2,3,m,23,3016,C:/Users/vcc/Desktop/project ml/voice/3016.wav,,,,,,,,
15944,16064,16088,16088,4,7,m,26,15028,C:/Users/vcc/Desktop/project ml/voice/15028.wav,,,,,,,,
11138,11258,11281,11281,4,4,m,22,6472,C:/Users/vcc/Desktop/project ml/voice/6472.wav,,,,,,,,
15380,15500,15524,15524,4,3,f,35,4588,C:/Users/vcc/Desktop/project ml/voice/4588.wav,,,,,,,,
12029,12149,12172,12172,3,8,f,19,14749,C:/Users/vcc/Desktop/project ml/voice/14749.wav,,,,,,,,
11911,12031,12054,12054,4,7,f,49,7204,C:/Users/vcc/Desktop/project ml/voice/7204.wav,,,,,,,,
11067,11187,11210,11210,1,5,m,23,5953,C:/Users/vcc/Desktop/project ml/voice/5953.wav,,,,,,,,
4130,4250,4273,4273,2,3,m,32,13611,C:/Users/vcc/Desktop/project ml/voice/13611.wav,,,,,,,,
16293,16413,16437,16437,4,6,f,27,13217,C:/Users/vcc/Desktop/project ml/voice/13217.wav,,,,,,,,
5087,5207,5230,5230,1,7,f,21,15461,C:/Users/vcc/Desktop/project ml/voice/15461.wav,,,,,,,,
8377,8497,8520,8520,3,9,m,25,11980,C:/Users/vcc/Desktop/project ml/voice/11980.wav,,,,,,,,
1267,1267,1268,1268,4,2,f,25,16684,C:/Users/vcc/Desktop/project ml/voice/16684.wav,,,,,,,,
5328,5448,5471,5471,1,7,f,30,13325,C:/Users/vcc/Desktop/project ml/voice/13325.wav,,,,,,,,
2289,2289,2290,2290,3,4,f,24,701,C:/Users/vcc/Desktop/project ml/voice/701.wav,,,,,,,,
5823,5943,5966,5966,4,6,m,30,10769,C:/Users/vcc/Desktop/project ml/voice/10769.wav,,,,,,,,
14585,14705,14729,14729,2,10,m,21,10943,C:/Users/vcc/Desktop/project ml/voice/10943.wav,,,,,,,,
3327,3447,3470,3470,1,7,m,52,17011,C:/Users/vcc/Desktop/project ml/voice/17011.wav,,,,,,,,
10628,10748,10771,10771,2,6,m,20,8198,C:/Users/vcc/Desktop/project ml/voice/8198.wav,,,,,,,,
2582,2582,2583,2583,4,7,m,25,6124,C:/Users/vcc/Desktop/project ml/voice/6124.wav,,,,,,,,
4766,4886,4909,4909,4,5,f,33,7636,C:/Users/vcc/Desktop/project ml/voice/7636.wav,,,,,,,,
9487,9607,9630,9630,1,8,m,28,1275,C:/Users/vcc/Desktop/project ml/voice/1275.wav,,,,,,,,
2762,2762,2784,2784,4,10,m,24,2006,C:/Users/vcc/Desktop/project ml/voice/2006.wav,,,,,,,,
10653,10773,10796,10796,1,2,f,20,8221,C:/Users/vcc/Desktop/project ml/voice/8221.wav,,,,,,,,
7826,7946,7969,7969,2,2,m,25,15762,C:/Users/vcc/Desktop/project ml/voice/15762.wav,,,,,,,,
11766,11886,11909,11909,4,2,f,24,16564,C:/Users/vcc/Desktop/project ml/voice/16564.wav,,,,,,,,
3506,3626,3649,3649,2,7,f,48,1552,C:/Users/vcc/Desktop/project ml/voice/1552.wav,,,,,,,,
5430,5550,5573,5573,4,10,m,30,13369,C:/Users/vcc/Desktop/project ml/voice/13369.wav,,,,,,,,
12179,12299,12322,12322,1,6,f,19,14779,C:/Users/vcc/Desktop/project ml/voice/14779.wav,,,,,,,,
6324,6444,6467,6467,2,8,m,35,11535,C:/Users/vcc/Desktop/project ml/voice/11535.wav,,,,,,,,
605,605,606,606,1,8,m,19,2555,C:/Users/vcc/Desktop/project ml/voice/2555.wav,,,,,,,,
16647,16767,16791,16791,3,5,f,54,10558,C:/Users/vcc/Desktop/project ml/voice/10558.wav,,,,,,,,
551,551,552,552,4,4,f,57,2462,C:/Users/vcc/Desktop/project ml/voice/2462.wav,,,,,,,,
13915,14035,14059,14059,1,8,f,56,3485,C:/Users/vcc/Desktop/project ml/voice/3485.wav,,,,,,,,
1726,1726,1727,1727,3,1,m,20,12956,C:/Users/vcc/Desktop/project ml/voice/12956.wav,,,,,,,,
10853,10973,10996,10996,1,3,m,29,5585,C:/Users/vcc/Desktop/project ml/voice/5585.wav,,,,,,,,
11324,11444,11467,11467,2,3,f,52,10349,C:/Users/vcc/Desktop/project ml/voice/10349.wav,,,,,,,,
13188,13308,13332,13332,2,10,f,14,4374,C:/Users/vcc/Desktop/project ml/voice/4374.wav,,,,,,,,
5846,5966,5989,5989,2,9,f,55,4970,C:/Users/vcc/Desktop/project ml/voice/4970.wav,,,,,,,,
6899,7019,7042,7042,4,9,f,28,3972,C:/Users/vcc/Desktop/project ml/voice/3972.wav,,,,,,,,
7930,8050,8073,8073,2,8,f,45,15866,C:/Users/vcc/Desktop/project ml/voice/15866.wav,,,,,,,,
13558,13678,13702,13702,1,10,m,25,13876,C:/Users/vcc/Desktop/project ml/voice/13876.wav,,,,,,,,
10390,10510,10533,10533,2,2,m,23,7942,C:/Users/vcc/Desktop/project ml/voice/7942.wav,,,,,,,,
10785,10905,10928,10928,2,5,m,23,5514,C:/Users/vcc/Desktop/project ml/voice/5514.wav,,,,,,,,
4567,4687,4710,4710,2,6,m,24,6238,C:/Users/vcc/Desktop/project ml/voice/6238.wav,,,,,,,,
9457,9577,9600,9600,3,10,m,43,1205,C:/Users/vcc/Desktop/project ml/voice/1205.wav,,,,,,,,
7485,7605,7628,7628,1,7,f,52,10004,C:/Users/vcc/Desktop/project ml/voice/10004.wav,,,,,,,,
14966,15086,15110,15110,2,9,m,56,6890,C:/Users/vcc/Desktop/project ml/voice/6890.wav,,,,,,,,
5119,5239,5262,5262,1,5,f,22,15493,C:/Users/vcc/Desktop/project ml/voice/15493.wav,,,,,,,,
8027,8147,8170,8170,1,7,m,22,10044,C:/Users/vcc/Desktop/project ml/voice/10044.wav,,,,,,,,
11226,11346,11369,11369,4,8,m,20,10251,C:/Users/vcc/Desktop/project ml/voice/10251.wav,,,,,,,,
12713,12833,12856,12856,3,10,m,29,8495,C:/Users/vcc/Desktop/project ml/voice/8495.wav,,,,,,,,
13087,13207,13231,13231,4,4,f,23,4312,C:/Users/vcc/Desktop/project ml/voice/4312.wav,,,,,,,,
9994,10114,10137,10137,2,6,f,46,3838,C:/Users/vcc/Desktop/project ml/voice/3838.wav,,,,,,,,
7618,7738,7761,7761,2,10,m,24,5254,C:/Users/vcc/Desktop/project ml/voice/5254.wav,,,,,,,,
16021,16141,16165,16165,4,4,f,57,15096,C:/Users/vcc/Desktop/project ml/voice/15096.wav,,,,,,,,
2668,2668,2673,2673,4,2,f,40,1934,C:/Users/vcc/Desktop/project ml/voice/1934.wav,,,,,,,,
6404,6524,6547,6547,2,8,m,24,11615,C:/Users/vcc/Desktop/project ml/voice/11615.wav,,,,,,,,
12307,12427,12450,12450,1,9,m,24,3609,C:/Users/vcc/Desktop/project ml/voice/3609.wav,,,,,,,,
15297,15417,15441,15441,3,10,m,23,4495,C:/Users/vcc/Desktop/project ml/voice/4495.wav,,,,,,,,
1009,1009,1010,1010,4,3,m,20,11393,C:/Users/vcc/Desktop/project ml/voice/11393.wav,,,,,,,,
6766,6886,6909,6909,3,6,m,24,7519,C:/Users/vcc/Desktop/project ml/voice/7519.wav,,,,,,,,
14379,14499,14523,14523,4,8,m,18,2798,C:/Users/vcc/Desktop/project ml/voice/2798.wav,,,,,,,,
3033,3081,3104,3104,1,1,f,33,6977,C:/Users/vcc/Desktop/project ml/voice/6977.wav,,,,,,,,
2190,2190,2191,2191,1,5,f,26,623,C:/Users/vcc/Desktop/project ml/voice/623.wav,,,,,,,,
10722,10842,10865,10865,4,2,f,53,5424,C:/Users/vcc/Desktop/project ml/voice/5424.wav,,,,,,,,
14766,14886,14910,14910,3,5,m,24,1865,C:/Users/vcc/Desktop/project ml/voice/1865.wav,,,,,,,,
3976,4096,4119,4119,2,6,m,29,2228,C:/Users/vcc/Desktop/project ml/voice/2228.wav,,,,,,,,
13523,13643,13667,13667,2,5,m,45,13857,C:/Users/vcc/Desktop/project ml/voice/13857.wav,,,,,,,,
916,916,917,917,3,10,m,21,11300,C:/Users/vcc/Desktop/project ml/voice/11300.wav,,,,,,,,
6416,6536,6559,6559,3,10,m,24,11584,C:/Users/vcc/Desktop/project ml/voice/11584.wav,,,,,,,,
1458,1458,1459,1459,4,3,f,51,16878,C:/Users/vcc/Desktop/project ml/voice/16878.wav,,,,,,,,
5901,6021,6044,6044,4,4,m,19,4992,C:/Users/vcc/Desktop/project ml/voice/4992.wav,,,,,,,,
15103,15223,15247,15247,4,9,f,54,3122,C:/Users/vcc/Desktop/project ml/voice/3122.wav,,,,,,,,
10766,10886,10909,10909,4,6,m,57,5480,C:/Users/vcc/Desktop/project ml/voice/5480.wav,,,,,,,,
3787,3907,3930,3930,3,7,f,49,2949,C:/Users/vcc/Desktop/project ml/voice/2949.wav,,,,,,,,
5865,5985,6008,6008,4,8,f,55,4968,C:/Users/vcc/Desktop/project ml/voice/4968.wav,,,,,,,,
13236,13356,13380,13380,2,2,m,58,3252,C:/Users/vcc/Desktop/project ml/voice/3252.wav,,,,,,,,
1691,1691,1692,1692,3,6,f,25,12936,C:/Users/vcc/Desktop/project ml/voice/12936.wav,,,,,,,,
13864,13984,14008,14008,4,8,m,19,6688,C:/Users/vcc/Desktop/project ml/voice/6688.wav,,,,,,,,
10925,11045,11068,11068,4,5,f,24,5636,C:/Users/vcc/Desktop/project ml/voice/5636.wav,,,,,,,,
16634,16754,16778,16778,2,2,f,54,10545,C:/Users/vcc/Desktop/project ml/voice/10545.wav,,,,,,,,
9146,9266,9289,9289,4,2,m,36,9381,C:/Users/vcc/Desktop/project ml/voice/9381.wav,,,,,,,,
6037,6157,6180,6180,2,1,f,24,5138,C:/Users/vcc/Desktop/project ml/voice/5138.wav,,,,,,,,
10673,10793,10816,10816,3,2,f,20,8223,C:/Users/vcc/Desktop/project ml/voice/8223.wav,,,,,,,,
2632,2632,2633,2633,3,2,f,25,1893,C:/Users/vcc/Desktop/project ml/voice/1893.wav,,,,,,,,
4837,4957,4980,4980,3,3,f,51,7707,C:/Users/vcc/Desktop/project ml/voice/7707.wav,,,,,,,,
6674,6794,6817,6817,2,4,m,24,7430,C:/Users/vcc/Desktop/project ml/voice/7430.wav,,,,,,,,
15025,15145,15169,15169,2,10,m,23,3004,C:/Users/vcc/Desktop/project ml/voice/3004.wav,,,,,,,,
1112,1112,1113,1113,4,7,f,48,13469,C:/Users/vcc/Desktop/project ml/voice/13469.wav,,,,,,,,
1299,1299,1300,1300,3,4,m,26,16731,C:/Users/vcc/Desktop/project ml/voice/16731.wav,,,,,,,,
11094,11214,11237,11237,1,4,f,23,6380,C:/Users/vcc/Desktop/project ml/voice/6380.wav,,,,,,,,
5641,5761,5784,5784,1,4,m,30,10758,C:/Users/vcc/Desktop/project ml/voice/10758.wav,,,,,,,,
10622,10742,10765,10765,1,10,m,20,8173,C:/Users/vcc/Desktop/project ml/voice/8173.wav,,,,,,,,
13084,13204,13228,13228,1,4,f,23,4309,C:/Users/vcc/Desktop/project ml/voice/4309.wav,,,,,,,,
14920,15040,15064,15064,2,3,f,54,6826,C:/Users/vcc/Desktop/project ml/voice/6826.wav,,,,,,,,
7587,7707,7730,7730,3,2,m,24,5263,C:/Users/vcc/Desktop/project ml/voice/5263.wav,,,,,,,,
7133,7253,7276,7276,4,3,f,48,14490,C:/Users/vcc/Desktop/project ml/voice/14490.wav,,,,,,,,
5103,5223,5246,5246,1,1,f,22,15477,C:/Users/vcc/Desktop/project ml/voice/15477.wav,,,,,,,,
13023,13143,13167,13167,4,8,f,50,4248,C:/Users/vcc/Desktop/project ml/voice/4248.wav,,,,,,,,
9820,9940,9963,9963,2,1,f,25,1096,C:/Users/vcc/Desktop/project ml/voice/1096.wav,,,,,,,,
15335,15455,15479,15479,3,8,f,26,4567,C:/Users/vcc/Desktop/project ml/voice/4567.wav,,,,,,,,
4851,4971,4994,4994,1,7,f,51,7721,C:/Users/vcc/Desktop/project ml/voice/7721.wav,,,,,,,,
13805,13925,13949,13949,2,4,m,51,6630,C:/Users/vcc/Desktop/project ml/voice/6630.wav,,,,,,,,
7917,8037,8060,8060,1,5,f,45,15853,C:/Users/vcc/Desktop/project ml/voice/15853.wav,,,,,,,,
8849,8969,8992,8992,3,8,f,40,8924,C:/Users/vcc/Desktop/project ml/voice/8924.wav,,,,,,,,
2546,2546,2547,2547,1,1,m,25,6097,C:/Users/vcc/Desktop/project ml/voice/6097.wav,,,,,,,,
3829,3949,3972,3972,1,8,m,24,2991,C:/Users/vcc/Desktop/project ml/voice/2991.wav,,,,,,,,
12009,12129,12152,12152,3,3,f,19,14729,C:/Users/vcc/Desktop/project ml/voice/14729.wav,,,,,,,,
11839,11959,11982,11982,1,5,m,55,7153,C:/Users/vcc/Desktop/project ml/voice/7153.wav,,,,,,,,
5367,5487,5510,5510,3,5,f,30,13288,C:/Users/vcc/Desktop/project ml/voice/13288.wav,,,,,,,,
13449,13569,13593,13593,2,10,f,25,242,C:/Users/vcc/Desktop/project ml/voice/242.wav,,,,,,,,
4260,4380,4403,4403,4,5,m,36,742,C:/Users/vcc/Desktop/project ml/voice/742.wav,,,,,,,,
13216,13336,13360,13360,2,7,m,38,4442,C:/Users/vcc/Desktop/project ml/voice/4442.wav,,,,,,,,
14452,14572,14596,14596,1,7,f,45,10850,C:/Users/vcc/Desktop/project ml/voice/10850.wav,,,,,,,,
14665,14785,14809,14809,2,10,f,39,1724,C:/Users/vcc/Desktop/project ml/voice/1724.wav,,,,,,,,
1360,1360,1361,1361,1,5,m,26,16808,C:/Users/vcc/Desktop/project ml/voice/16808.wav,,,,,,,,
13487,13607,13631,13631,2,8,f,55,13829,C:/Users/vcc/Desktop/project ml/voice/13829.wav,,,,,,,,
6599,6719,6742,6742,2,8,f,35,7366,C:/Users/vcc/Desktop/project ml/voice/7366.wav,,,,,,,,
4662,4782,4805,4805,2,10,m,32,6294,C:/Users/vcc/Desktop/project ml/voice/6294.wav,,,,,,,,
1821,1821,1822,1822,4,9,f,44,5692,C:/Users/vcc/Desktop/project ml/voice/5692.wav,,,,,,,,
9973,10093,10116,10116,4,5,m,58,3796,C:/Users/vcc/Desktop/project ml/voice/3796.wav,,,,,,,,
12491,12611,12634,12634,1,5,f,44,8313,C:/Users/vcc/Desktop/project ml/voice/8313.wav,,,,,,,,
9740,9860,9883,9883,2,1,f,25,1008,C:/Users/vcc/Desktop/project ml/voice/1008.wav,,,,,,,,
5207,5327,5350,5350,1,7,f,35,15581,C:/Users/vcc/Desktop/project ml/voice/15581.wav,,,,,,,,
2611,2611,2612,2612,3,6,m,60,6159,C:/Users/vcc/Desktop/project ml/voice/6159.wav,,,,,,,,
16623,16743,16767,16767,1,1,f,54,10540,C:/Users/vcc/Desktop/project ml/voice/10540.wav,,,,,,,,
14995,15115,15139,15139,4,2,m,23,3014,C:/Users/vcc/Desktop/project ml/voice/3014.wav,,,,,,,,
6448,6568,6591,6591,3,2,f,50,15367,C:/Users/vcc/Desktop/project ml/voice/15367.wav,,,,,,,,
14398,14518,14542,14542,3,3,f,20,2817,C:/Users/vcc/Desktop/project ml/voice/2817.wav,,,,,,,,
10683,10803,10826,10826,4,3,f,20,8228,C:/Users/vcc/Desktop/project ml/voice/8228.wav,,,,,,,,
8583,8703,8726,8726,1,5,m,24,14215,C:/Users/vcc/Desktop/project ml/voice/14215.wav,,,,,,,,
16585,16705,16729,16729,4,9,f,20,10495,C:/Users/vcc/Desktop/project ml/voice/10495.wav,,,,,,,,
8528,8648,8671,8671,3,10,f,56,14117,C:/Users/vcc/Desktop/project ml/voice/14117.wav,,,,,,,,
15355,15475,15499,15499,1,8,f,35,4605,C:/Users/vcc/Desktop/project ml/voice/4605.wav,,,,,,,,
6715,6835,6858,6858,2,5,m,24,7474,C:/Users/vcc/Desktop/project ml/voice/7474.wav,,,,,,,,
564,564,565,565,1,7,m,22,2511,C:/Users/vcc/Desktop/project ml/voice/2511.wav,,,,,,,,
4074,4194,4217,4217,4,4,m,28,2302,C:/Users/vcc/Desktop/project ml/voice/2302.wav,,,,,,,,
